Placement,Origin,Destination,Advertiser Origin,Advertiser Destination,Average CPC (USD),Average Rank,First Rank Bid (USD),Third Rank Bid (USD),6th Rank Bid (USD),9th Rank Bid (USD),Est. Clicks,Est. Impressions,Est. Spend (USD)
FlyDealFarePanelMOW_US_FPCMP2,COK,ORD,COK,ORD,0.25,3,1.22,0.26,0.26,0.26,0,5,0
FlyDealFarePanelMOW_US_FPCMP2,CMH,BOM,CMH,BOM,0.75,3,1.22,0.76,0.76,0.76,0,3,0
FlyDealFarePanelMOW_US_FPCMP2,CLT,HYD,CLT,HYD,0.92,2,1.22,0.93,0.93,0.93,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,CLT,DEL,CLT,DEL,0.92,2,1.22,0.93,0.93,0.93,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,CLT,BOM,CLT,BOM,0.75,3,1.22,0.76,0.76,0.76,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,CLT,BLR,CLT,BLR,0.75,3,1.22,0.76,0.76,0.76,0,3,0
FlyDealFarePanelMOW_US_FPCMP2,CLT,AMD,CLT,AMD,0.75,2,1.22,0.76,0.76,0.76,0,2,0
FlyDealFarePanelMOW_US_FPCMP2,CHI,HYD,CHI,HYD,0.82,1,0.82,0.83,0.83,0.83,4,6,3.28
FlyDealFarePanelMOW_US_FPCMP2,CHI,DEL,CHI,DEL,0.82,3.13,1.07,0.85,0.83,0.83,0,5,0
FlyDealFarePanelMOW_US_FPCMP2,CHI,BOM,CHI,BOM,0.75,3,1.01,0.76,0.76,0.76,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,CHI,ATQ,CHI,ATQ,0.75,2,0.82,0.76,0.76,0.76,2,6,1.5
FlyDealFarePanelMOW_US_FPCMP2,CCU,ATL,CCU,ATL,0.25,3,1.22,0.26,0.26,0.26,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,BUR,DEL,BUR,DEL,0.75,2,1.22,0.76,0.76,0.76,0,2,0
FlyDealFarePanelMOW_US_FPCMP2,BOS,MAA,BOS,MAA,0.92,3,1.22,0.93,0.93,0.93,0,2,0
FlyDealFarePanelMOW_US_FPCMP2,BOS,HYD,BOS,HYD,0.9,2,1.22,0.91,0.91,0.91,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,BOM,VPS,BOM,VPS,0.25,3,1.22,0.26,0.26,0.26,1,1,0.25
FlyDealFarePanelMOW_US_FPCMP2,BOM,RSW,BOM,RSW,0.25,4,1.22,0.52,0.26,0.26,0,2,0
FlyDealFarePanelMOW_US_FPCMP2,BOM,NYC,BOM,NYC,0.25,2.68,0.67,0.42,0.26,0.26,1,7,0.25
FlyDealFarePanelMOW_US_FPCMP2,BOM,MIA,BOM,MIA,0.25,3,1.22,0.26,0.26,0.26,0,2,0
FlyDealFarePanelMOW_US_FPCMP2,BOM,IAH,BOM,IAH,0.25,4,1.22,0.52,0.26,0.26,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,BOM,EWR,BOM,EWR,0.25,3.32,1.22,0.54,0.26,0.26,0,4,0
FlyDealFarePanelMOW_US_FPCMP2,BOM,DAY,BOM,DAY,0.25,3,1.22,0.26,0.26,0.26,1,1,0.25
FlyDealFarePanelMOW_US_FPCMP2,BOM,CHI,BOM,CHI,0.25,2,0.52,0.26,0.26,0.26,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,BNA,DEL,BNA,DEL,1.21,2,1.22,1.22,1.22,1.22,1,1,1.21
FlyDealFarePanelMOW_US_FPCMP2,BLR,MSP,BLR,MSP,0.25,3,1.22,0.26,0.26,0.26,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,BLR,DFW,BLR,DFW,0.25,4,1.22,0.52,0.26,0.26,0,2,0
FlyDealFarePanelMOW_US_FPCMP2,ATQ,SFO,ATQ,SFO,0.25,4,1.22,0.42,0.26,0.26,0,2,0
FlyDealFarePanelMOW_US_FPCMP2,ATQ,LAX,ATQ,LAX,0.25,3,1.22,0.26,0.26,0.26,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,ATL,VTZ,ATL,VTZ,0.9,2,1.22,0.91,0.91,0.91,1,1,0.9
FlyDealFarePanelMOW_US_FPCMP2,ATL,HYD,ATL,HYD,0.92,2,1.22,0.93,0.93,0.93,2,12,1.84
FlyDealFarePanelMOW_US_FPCMP2,ATL,BOM,ATL,BOM,0.92,3,1.22,0.93,0.93,0.93,0,3,0
FlyDealFarePanelMOW_US_FPCMP2,ATL,BLR,ATL,BLR,0.9,3,1.22,0.91,0.91,0.91,0,4,0
FlyDealFarePanelMOW_US_FPCMP2,ATL,AMD,ATL,AMD,0.9,4,1.22,0.92,0.91,0.91,0,2,0
FlyDealFarePanelMOW_US_FPCMP2,ANC,DEL,ANC,DEL,0.75,2,1.22,0.76,0.76,0.76,1,1,0.75
FlyDealFarePanelMOW_US_FPCMP2,AMD,IAD,AMD,IAD,0.25,5,1.22,0.78,0.26,0.26,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,AMD,DFW,AMD,DFW,0.25,5,1.22,0.55,0.26,0.26,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,AMD,CHI,AMD,CHI,0.25,2.6,0.67,0.26,0.26,0.26,1,2,0.25
FlyDealFarePanelMOW_US_FPCMP2,AMD,BOS,AMD,BOS,0.25,3,1.22,0.26,0.26,0.26,0,3,0
FlyDealFarePanelD_US_FPCMP2,WAS,DEL,WAS,DEL,0.95,5.33,2.52,1.2,0.96,0.96,0,3,0
FlyDealFarePanelD_US_FPCMP2,WAS,COK,WAS,COK,0.95,4,1.56,1.01,0.96,0.96,0,6,0
FlyDealFarePanelD_US_FPCMP2,WAS,CCU,WAS,CCU,0.95,4,1.56,1.01,0.96,0.96,0,2,0
FlyDealFarePanelD_US_FPCMP2,WAS,BLR,WAS,BLR,0.95,4,1.56,1.01,0.96,0.96,0,2,0
FlyDealFarePanelD_US_FPCMP2,TYS,AMD,TYS,AMD,0.95,4,1.18,1.01,0.96,0.96,0,1,0
FlyDealFarePanelD_US_FPCMP2,TUL,DEL,TUL,DEL,0.95,3,1.02,0.96,0.96,0.96,1,1,0.47
FlyDealFarePanelD_US_FPCMP2,TRV,DFW,TRV,DFW,0.55,4,1.02,0.72,0.56,0.56,0,1,0
FlyDealFarePanelD_US_FPCMP2,TPA,DEL,TPA,DEL,0.95,6,2.26,1.11,0.96,0.96,0,1,0
FlyDealFarePanelD_US_FPCMP2,TLH,CCU,TLH,CCU,0.95,3,1.02,0.96,0.96,0.96,1,1,0.47
FlyDealFarePanelD_US_FPCMP2,SYR,COK,SYR,COK,0.95,3,1.02,0.96,0.96,0.96,1,1,0.47
FlyDealFarePanelD_US_FPCMP2,SYR,BLR,SYR,BLR,0.95,3,1.02,0.96,0.96,0.96,1,1,0.47
FlyDealFarePanelD_US_FPCMP2,STL,HYD,STL,HYD,0.95,4,1.56,1.01,0.96,0.96,2,8,1.42
FlyDealFarePanelD_US_FPCMP2,SLC,BLR,SLC,BLR,0.95,5.81,2.02,1.09,1.01,0.96,1,2,0.47
FlyDealFarePanelD_US_FPCMP2,SFO,HYD,SFO,HYD,0.95,5.08,2.73,1.22,0.96,0.96,1,4,0.47
FlyDealFarePanelD_US_FPCMP2,SFO,COK,SFO,COK,0.95,4,1.56,1.01,0.96,0.96,0,2,0
FlyDealFarePanelD_US_FPCMP2,SFO,BOM,SFO,BOM,0.95,5.84,3.31,1.16,1.01,0.96,0,5,0
FlyDealFarePanelD_US_FPCMP2,SFO,ATQ,SFO,ATQ,0.95,4.59,1.56,1.02,0.96,0.96,1,2,0.47
FlyDealFarePanelD_US_FPCMP2,SFO,AMD,SFO,AMD,0.95,4,1.56,1.01,0.96,0.96,0,2,0
FlyDealFarePanelD_US_FPCMP2,SEA,MAA,SEA,MAA,0.95,4.68,1.56,1.02,0.96,0.96,0,3,0
FlyDealFarePanelD_US_FPCMP2,SEA,HYD,SEA,HYD,0.95,9,2.73,1.61,1.01,0.96,0,1,0
FlyDealFarePanelD_US_FPCMP2,SEA,BOM,SEA,BOM,0.95,6.34,2.24,1.09,1.01,0.96,0,2,0
FlyDealFarePanelD_US_FPCMP2,SEA,BLR,SEA,BLR,0.95,5,1.56,1.02,0.96,0.96,0,1,0
FlyDealFarePanelD_US_FPCMP2,SEA,ATQ,SEA,ATQ,0.95,5,1.56,1.02,0.96,0.96,0,1,0
FlyDealFarePanelD_US_FPCMP2,SAN,MAA,SAN,MAA,0.95,4,1.09,1.01,0.96,0.96,0,1,0
FlyDealFarePanelD_US_FPCMP2,ROC,COK,ROC,COK,0.95,3,1.02,0.96,0.96,0.96,1,1,0.47
FlyDealFarePanelD_US_FPCMP2,RDU,HYD,RDU,HYD,0.95,5,1.56,1.02,0.96,0.96,0,1,0
FlyDealFarePanelD_US_FPCMP2,PNQ,AUS,PNQ,AUS,0.55,2,1.02,0.56,0.56,0.56,0,1,0
FlyDealFarePanelD_US_FPCMP2,PHX,VGA,PHX,VGA,0.95,4,1.09,1.01,0.96,0.96,0,1,0
FlyDealFarePanelD_US_FPCMP2,PHL,DEL,PHL,DEL,0.95,6,2.31,1.04,0.96,0.96,0,3,0
FlyDealFarePanelD_US_FPCMP2,PHL,BOM,PHL,BOM,0.95,4,1.56,1.01,0.96,0.96,0,2,0
FlyDealFarePanelD_US_FPCMP2,PDX,DEL,PDX,DEL,0.95,6,2.24,1.02,0.96,0.96,1,1,0.47
FlyDealFarePanelD_US_FPCMP2,ORD,MAA,ORD,MAA,0.95,5,1.97,1.02,0.96,0.96,0,1,0
FlyDealFarePanelD_US_FPCMP2,ORD,DEL,ORD,DEL,0.95,5.53,4.1,1.77,1.01,0.96,1,7,0.95
FlyDealFarePanelD_US_FPCMP2,ORD,AMD,ORD,AMD,0.95,4.76,4.1,1.77,1.01,0.96,1,13,0.95
FlyDealFarePanelD_US_FPCMP2,OMA,BBI,OMA,BBI,0.95,3,1.02,0.96,0.96,0.96,0,2,0
FlyDealFarePanelD_US_FPCMP2,NYC,HYD,NYC,HYD,0.95,5,1.56,1.02,0.96,0.96,0,2,0
FlyDealFarePanelD_US_FPCMP2,NYC,DEL,NYC,DEL,1.17,2.31,4.1,1.77,1.18,1.18,1,13,1.17
FlyDealFarePanelD_US_FPCMP2,NYC,COK,NYC,COK,0.95,4,1.86,1.01,0.96,0.96,0,1,0
FlyDealFarePanelD_US_FPCMP2,NYC,BOM,NYC,BOM,0.95,4.83,1.56,1.02,0.96,0.96,2,12,1.42
FlyDealFarePanelD_US_FPCMP2,NYC,BLR,NYC,BLR,0.95,4,2.55,1.01,0.96,0.96,0,2,0
FlyDealFarePanelD_US_FPCMP2,NAG,NYC,NAG,NYC,0.55,2,1.02,0.56,0.56,0.56,0,1,0
FlyDealFarePanelD_US_FPCMP2,NAG,ACV,NAG,ACV,0.55,2,1.02,0.56,0.56,0.56,0,1,0
FlyDealFarePanelD_US_FPCMP2,MSP,DEL,MSP,DEL,0.95,4,1.56,1.01,0.96,0.96,1,5,0.47
FlyDealFarePanelD_US_FPCMP2,MSP,BOM,MSP,BOM,0.95,4,1.56,1.01,0.96,0.96,0,2,0
FlyDealFarePanelD_US_FPCMP2,MCI,HYD,MCI,HYD,0.95,4.69,1.48,1.02,0.96,0.96,4,6,3.32
FlyDealFarePanelD_US_FPCMP2,MCI,BOM,MCI,BOM,0.95,4,1.27,1.01,0.96,0.96,0,2,0
FlyDealFarePanelD_US_FPCMP2,MAA,SFO,MAA,SFO,0.55,5,1.02,0.72,0.56,0.56,1,3,0.27
FlyDealFarePanelD_US_FPCMP2,MAA,RAP,MAA,RAP,0.55,2,1.02,0.56,0.56,0.56,0,1,0
FlyDealFarePanelD_US_FPCMP2,LGA,DEL,LGA,DEL,1.17,4,2.24,1.19,1.18,1.18,0,1,0
FlyDealFarePanelD_US_FPCMP2,LAX,HYD,LAX,HYD,0.95,5.74,3.19,1.61,1.01,0.96,0,4,0
FlyDealFarePanelD_US_FPCMP2,LAX,DEL,LAX,DEL,0.95,6.17,4.1,1.77,1.01,0.96,2,24,1.9
FlyDealFarePanelD_US_FPCMP2,LAX,COK,LAX,COK,0.95,4,1.56,1.01,0.96,0.96,0,2,0
FlyDealFarePanelD_US_FPCMP2,LAX,CCU,LAX,CCU,0.95,4,1.56,1.01,0.96,0.96,0,2,0
FlyDealFarePanelD_US_FPCMP2,LAX,CCJ,LAX,CCJ,0.95,4,1.09,1.01,0.96,0.96,0,1,0
FlyDealFarePanelD_US_FPCMP2,LAX,BOM,LAX,BOM,0.95,5.2,3.87,1.77,1.01,0.96,1,12,0.95
FlyDealFarePanelD_US_FPCMP2,LAX,BLR,LAX,BLR,0.95,6.09,3.17,1.24,1.01,0.96,0,4,0
FlyDealFarePanelD_US_FPCMP2,LAX,AMD,LAX,AMD,0.95,4.81,2.98,1.02,0.96,0.96,1,6,0.95
FlyDealFarePanelD_US_FPCMP2,LAS,CCU,LAS,CCU,0.95,5,1.56,1.02,0.96,0.96,0,1,0
FlyDealFarePanelD_US_FPCMP2,JFK,TRV,JFK,TRV,0.95,5,1.27,1.01,0.96,0.96,0,2,0
FlyDealFarePanelD_US_FPCMP2,JFK,MAA,JFK,MAA,0.95,5,1.48,1.02,0.96,0.96,0,1,0
FlyDealFarePanelD_US_FPCMP2,JFK,HYD,JFK,HYD,0.95,5,2.02,1.02,0.96,0.96,0,4,0
FlyDealFarePanelD_US_FPCMP2,JFK,DEL,JFK,DEL,1.17,3.6,4.1,1.77,1.18,1.18,4,14,2.91
FlyDealFarePanelD_US_FPCMP2,JFK,COK,JFK,COK,1.17,2.59,1.27,1.18,1.18,1.18,2,10,1.75
FlyDealFarePanelD_US_FPCMP2,JFK,BLR,JFK,BLR,0.95,5,2.05,1.02,0.96,0.96,1,3,0.47
FlyDealFarePanelD_US_FPCMP2,JFK,ATQ,JFK,ATQ,0.95,5.04,1.57,1.01,0.96,0.96,0,4,0
FlyDealFarePanelD_US_FPCMP2,JFK,AMD,JFK,AMD,1.17,3.09,4.01,1.77,1.18,1.18,4,19,3.5
FlyDealFarePanelD_US_FPCMP2,JAX,AMD,JAX,AMD,0.95,4,1.03,1.01,0.96,0.96,0,3,0
FlyDealFarePanelD_US_FPCMP2,IND,HYD,IND,HYD,0.95,4,1.56,1.01,0.96,0.96,1,1,0.95
FlyDealFarePanelD_US_FPCMP2,IAH,IDR,IAH,IDR,0.95,3,1.02,0.96,0.96,0.96,0,2,0
FlyDealFarePanelD_US_FPCMP2,IAH,HYD,IAH,HYD,0.95,4.52,1.49,1.02,0.96,0.96,0,2,0
FlyDealFarePanelD_US_FPCMP2,IAH,BOM,IAH,BOM,0.95,6.71,3.8,1.77,1.01,0.96,0,4,0
FlyDealFarePanelD_US_FPCMP2,IAH,BLR,IAH,BLR,1.17,2,1.25,1.18,1.18,1.18,1,1,0.58
FlyDealFarePanelD_US_FPCMP2,IAD,PNQ,IAD,PNQ,0.95,4,1.09,1.01,0.96,0.96,0,1,0
FlyDealFarePanelD_US_FPCMP2,IAD,HYD,IAD,HYD,0.95,5,1.48,1.02,0.96,0.96,0,1,0
FlyDealFarePanelD_US_FPCMP2,IAD,COK,IAD,COK,0.95,4,1.25,1.01,0.96,0.96,0,2,0
FlyDealFarePanelD_US_FPCMP2,IAD,BOM,IAD,BOM,1.17,2.65,2.24,1.77,1.18,1.18,0,12,0
FlyDealFarePanelD_US_FPCMP2,IAD,BLR,IAD,BLR,0.95,4,1.48,1.01,0.96,0.96,0,2,0
FlyDealFarePanelD_US_FPCMP2,HYD,TYS,HYD,TYS,0.55,2,1.02,0.56,0.56,0.56,0,1,0
FlyDealFarePanelD_US_FPCMP2,HYD,TUS,HYD,TUS,0.55,3,1.02,0.56,0.56,0.56,0,1,0
FlyDealFarePanelD_US_FPCMP2,HYD,LAS,HYD,LAS,0.55,3,1.02,0.56,0.56,0.56,2,4,0.54
FlyDealFarePanelD_US_FPCMP2,HYD,DFW,HYD,DFW,0.55,4,1.02,0.65,0.56,0.56,1,3,0.27
FlyDealFarePanelD_US_FPCMP2,HYD,CHI,HYD,CHI,0.55,4,1.02,0.58,0.56,0.56,0,1,0
FlyDealFarePanelD_US_FPCMP2,HYD,ATL,HYD,ATL,0.55,3,1.17,0.56,0.56,0.56,0,1,0
FlyDealFarePanelD_US_FPCMP2,HOU,HYD,HOU,HYD,0.95,4,1.56,1.01,0.96,0.96,0,2,0
FlyDealFarePanelD_US_FPCMP2,HOU,BLR,HOU,BLR,0.95,4.55,1.56,1.02,0.96,0.96,0,2,0
FlyDealFarePanelD_US_FPCMP2,GSP,AMD,GSP,AMD,0.95,4,1.09,1.01,0.96,0.96,1,2,0.95
FlyDealFarePanelD_US_FPCMP2,EWR,TRV,EWR,TRV,0.95,4,1.25,1.01,0.96,0.96,0,2,0
FlyDealFarePanelD_US_FPCMP2,EWR,STV,EWR,STV,0.95,4,1.12,1.01,0.96,0.96,0,2,0
FlyDealFarePanelD_US_FPCMP2,EWR,HYD,EWR,HYD,0.95,5.49,2.46,1.61,1.01,0.96,0,9,0
FlyDealFarePanelD_US_FPCMP2,EWR,COK,EWR,COK,0.95,4,1.56,1.01,0.96,0.96,0,4,0
FlyDealFarePanelD_US_FPCMP2,EWR,BOM,EWR,BOM,0.95,5.09,2.52,1.21,0.96,0.96,2,12,0.94
FlyDealFarePanelD_US_FPCMP2,EWR,BLR,EWR,BLR,0.95,5,1.59,1.02,0.96,0.96,0,4,0
FlyDealFarePanelD_US_FPCMP2,EWR,AMD,EWR,AMD,0.95,5.03,2.52,1.14,0.96,0.96,2,12,0.94
FlyDealFarePanelD_US_FPCMP2,ELP,BOM,ELP,BOM,0.95,4,1.12,1.01,0.96,0.96,0,2,0
FlyDealFarePanelD_US_FPCMP2,DTW,VTZ,DTW,VTZ,0.95,3,1.02,0.96,0.96,0.96,0,2,0
FlyDealFarePanelD_US_FPCMP2,DTW,MAA,DTW,MAA,0.95,4,1.25,1.01,0.96,0.96,0,2,0
FlyDealFarePanelD_US_FPCMP2,DTW,HYD,DTW,HYD,0.95,4.54,1.89,1.02,0.96,0.96,0,2,0
FlyDealFarePanelD_US_FPCMP2,DTW,CCU,DTW,CCU,0.95,4,1.25,1.01,0.96,0.96,0,4,0
FlyDealFarePanelD_US_FPCMP2,DTW,ATQ,DTW,ATQ,0.95,4,1.03,1.01,0.96,0.96,2,3,1.42
FlyDealFarePanelD_US_FPCMP2,DTT,HYD,DTT,HYD,0.95,4,1.56,1.01,0.96,0.96,0,2,0
FlyDealFarePanelD_US_FPCMP2,DTT,ATQ,DTT,ATQ,0.95,4,1.56,1.01,0.96,0.96,1,1,0.95
FlyDealFarePanelD_US_FPCMP2,DFW,MAA,DFW,MAA,0.95,6.5,2.76,1.29,1.01,0.96,1,2,0.47
FlyDealFarePanelD_US_FPCMP2,DFW,HYD,DFW,HYD,0.95,5.64,3.87,1.61,1.01,0.96,0,8,0
FlyDealFarePanelD_US_FPCMP2,DFW,DEL,DFW,DEL,0.95,5.55,3.33,1.77,1.01,0.96,2,20,1.42
FlyDealFarePanelD_US_FPCMP2,DFW,COK,DFW,COK,0.95,5.33,2.55,1.02,0.96,0.96,0,3,0
FlyDealFarePanelD_US_FPCMP2,DFW,CCU,DFW,CCU,0.95,4,1.56,1.01,0.96,0.96,1,1,0.47
FlyDealFarePanelD_US_FPCMP2,DFW,BOM,DFW,BOM,0.95,6.95,3.23,1.77,1.01,0.96,1,7,0.47
FlyDealFarePanelD_US_FPCMP2,DEN,MAA,DEN,MAA,0.95,4,1.56,1.01,0.96,0.96,0,4,0
FlyDealFarePanelD_US_FPCMP2,DEN,DEL,DEN,DEL,0.95,4,1.56,1.01,0.96,0.96,0,2,0
FlyDealFarePanelD_US_FPCMP2,DEL,SMF,DEL,SMF,0.55,3,1.18,0.56,0.56,0.56,0,2,0
FlyDealFarePanelD_US_FPCMP2,DEL,SEA,DEL,SEA,0.55,3,1.02,0.56,0.56,0.56,0,1,0
FlyDealFarePanelD_US_FPCMP2,DEL,NYC,DEL,NYC,1.17,2,1.6,1.18,1.18,1.18,0,1,0
FlyDealFarePanelD_US_FPCMP2,DEL,DFW,DEL,DFW,0.55,5,1.02,0.76,0.56,0.56,0,1,0
FlyDealFarePanelD_US_FPCMP2,DEL,ASE,DEL,ASE,0.55,2,1.02,0.56,0.56,0.56,0,1,0
FlyDealFarePanelD_US_FPCMP2,CVG,DEL,CVG,DEL,0.95,5,1.56,1.02,0.96,0.96,0,1,0
FlyDealFarePanelD_US_FPCMP2,CVG,AMD,CVG,AMD,0.95,4,1.25,1.01,0.96,0.96,0,2,0
FlyDealFarePanelD_US_FPCMP2,COK,JFK,COK,JFK,0.55,2,1.02,0.56,0.56,0.56,0,1,0
FlyDealFarePanelD_US_FPCMP2,CMH,BOM,CMH,BOM,0.95,4,1.56,1.01,0.96,0.96,0,2,0
FlyDealFarePanelD_US_FPCMP2,CLT,DEL,CLT,DEL,0.95,7.11,3.12,1.77,1.01,0.96,0,2,0
FlyDealFarePanelD_US_FPCMP2,CLT,BOM,CLT,BOM,0.95,5,1.56,1.02,0.96,0.96,0,1,0
FlyDealFarePanelD_US_FPCMP2,CLE,ATQ,CLE,ATQ,0.95,5,1.09,1.01,0.96,0.96,0,6,0
FlyDealFarePanelD_US_FPCMP2,CJB,JFK,CJB,JFK,0.55,2,1.02,0.56,0.56,0.56,0,1,0
FlyDealFarePanelD_US_FPCMP2,CJB,CWA,CJB,CWA,0.55,2,1.02,0.56,0.56,0.56,0,1,0
FlyDealFarePanelD_US_FPCMP2,CHI,BLR,CHI,BLR,0.95,4.65,1.56,1.02,0.96,0.96,0,3,0
FlyDealFarePanelD_US_FPCMP2,BUF,BOM,BUF,BOM,0.95,5,1.25,1.01,0.96,0.96,1,1,0.47
FlyDealFarePanelD_US_FPCMP2,BOS,DEL,BOS,DEL,0.95,4.69,3.26,1.77,1.01,0.96,1,15,0.47
FlyDealFarePanelD_US_FPCMP2,BOS,AMD,BOS,AMD,0.95,4.56,1.56,1.02,0.96,0.96,0,4,0
FlyDealFarePanelD_US_FPCMP2,BOM,MIA,BOM,MIA,0.55,4,1.32,0.61,0.56,0.56,0,1,0
FlyDealFarePanelD_US_FPCMP2,BOM,LAX,BOM,LAX,1.17,1,1.17,1.18,1.18,1.18,0,1,0
FlyDealFarePanelD_US_FPCMP2,BOM,JFK,BOM,JFK,1.17,1,1.17,1.18,1.18,1.18,0,1,0
FlyDealFarePanelD_US_FPCMP2,BOM,GTF,BOM,GTF,0.55,2,1.02,0.56,0.56,0.56,0,1,0
FlyDealFarePanelD_US_FPCMP2,BOM,EWR,BOM,EWR,1.17,1,1.17,1.18,1.18,1.18,0,1,0
FlyDealFarePanelD_US_FPCMP2,BOM,AUS,BOM,AUS,0.55,4,1.02,0.72,0.56,0.56,0,1,0
FlyDealFarePanelD_US_FPCMP2,BNA,BOM,BNA,BOM,0.95,5,1.56,1.02,0.96,0.96,0,1,0
FlyDealFarePanelD_US_FPCMP2,BNA,AMD,BNA,AMD,0.95,4,1.56,1.01,0.96,0.96,1,1,0.95
FlyDealFarePanelD_US_FPCMP2,BLR,SFO,BLR,SFO,0.55,4,1.02,0.65,0.56,0.56,2,2,0.54
FlyDealFarePanelD_US_FPCMP2,BLR,RAP,BLR,RAP,0.55,2,1.02,0.56,0.56,0.56,1,2,0.55
FlyDealFarePanelD_US_FPCMP2,BLR,LAX,BLR,LAX,0.55,5.05,1.02,1,0.56,0.56,0,2,0
FlyDealFarePanelD_US_FPCMP2,BLR,HOU,BLR,HOU,0.55,3,1.02,0.56,0.56,0.56,0,2,0
FlyDealFarePanelD_US_FPCMP2,BDQ,CVG,BDQ,CVG,0.55,2,1.02,0.56,0.56,0.56,0,1,0
FlyDealFarePanelD_US_FPCMP2,AUS,DEL,AUS,DEL,0.95,6.09,3.73,1.77,1.01,0.96,0,3,0
FlyDealFarePanelD_US_FPCMP2,ATL,HYD,ATL,HYD,0.95,5,2.42,1.02,0.96,0.96,0,1,0
FlyDealFarePanelD_US_FPCMP2,ATL,DEL,ATL,DEL,0.95,4.68,1.56,1.02,0.96,0.96,0,3,0
FlyDealFarePanelD_US_FPCMP2,ATL,CCU,ATL,CCU,0.95,4,1.56,1.01,0.96,0.96,1,1,0.95
FlyDealFarePanelD_US_FPCMP2,ATL,BOM,ATL,BOM,0.95,6.17,4.1,1.77,1.01,0.96,0,13,0
FlyDealFarePanelD_US_FPCMP2,ATL,AMD,ATL,AMD,0.95,4.43,1.56,1.02,0.96,0.96,0,2,0
FlyDealFarePanelD_US_FPCMP2,AMD,PIT,AMD,PIT,0.55,3,1.02,0.56,0.56,0.56,0,1,0
FlyDealFarePanelD_US_FPCMP2,AMD,NYC,AMD,NYC,0.55,4,1.02,0.63,0.56,0.56,0,1,0
FlyDealFarePanelDOW_US_FPCMP2,WAS,MAA,WAS,MAA,1.2,2,1.56,1.21,1.21,1.21,0,1,0
FlyDealFarePanelDOW_US_FPCMP2,WAS,CCU,WAS,CCU,1.2,2,1.56,1.21,1.21,1.21,1,1,0.6
FlyDealFarePanelDOW_US_FPCMP2,WAS,BLR,WAS,BLR,1.2,2,1.56,1.21,1.21,1.21,0,1,0
FlyDealFarePanelDOW_US_FPCMP2,VGA,OMA,VGA,OMA,0.3,2,1.02,0.31,0.31,0.31,0,1,0
FlyDealFarePanelDOW_US_FPCMP2,TPA,HYD,TPA,HYD,1.2,2,1.56,1.21,1.21,1.21,0,3,0
FlyDealFarePanelDOW_US_FPCMP2,STL,HYD,STL,HYD,1.2,2,1.56,1.21,1.21,1.21,0,1,0
FlyDealFarePanelDOW_US_FPCMP2,SMF,HYD,SMF,HYD,1.2,1,1.2,1.21,1.21,1.21,1,2,1.2
FlyDealFarePanelDOW_US_FPCMP2,SGF,MAA,SGF,MAA,1.2,1,1.2,1.21,1.21,1.21,1,4,1.2
FlyDealFarePanelDOW_US_FPCMP2,SFO,DEL,SFO,DEL,1.2,4,2.73,1.97,1.21,1.21,0,1,0
FlyDealFarePanelDOW_US_FPCMP2,SFO,BOM,SFO,BOM,1.26,2.31,3.31,1.27,1.27,1.27,0,3,0
FlyDealFarePanelDOW_US_FPCMP2,SFO,BLR,SFO,BLR,1.2,2,2.56,1.21,1.21,1.21,0,2,0
FlyDealFarePanelDOW_US_FPCMP2,SEA,BOM,SEA,BOM,1.2,2,1.56,1.21,1.21,1.21,1,1,0.6
FlyDealFarePanelDOW_US_FPCMP2,SEA,BLR,SEA,BLR,1.2,2,1.56,1.21,1.21,1.21,0,1,0
FlyDealFarePanelDOW_US_FPCMP2,SAN,MAA,SAN,MAA,1.2,1,1.2,1.21,1.21,1.21,0,2,0
FlyDealFarePanelDOW_US_FPCMP2,ROC,HYD,ROC,HYD,1.2,1,1.2,1.21,1.21,1.21,1,2,1.2
FlyDealFarePanelDOW_US_FPCMP2,RDU,MAA,RDU,MAA,1.2,2,1.56,1.21,1.21,1.21,0,3,0
FlyDealFarePanelDOW_US_FPCMP2,RDU,HYD,RDU,HYD,1.2,2,1.56,1.21,1.21,1.21,0,1,0
FlyDealFarePanelDOW_US_FPCMP2,RDU,COK,RDU,COK,1.2,2,1.56,1.21,1.21,1.21,0,1,0
FlyDealFarePanelDOW_US_FPCMP2,PIT,BOM,PIT,BOM,1.2,2,1.56,1.21,1.21,1.21,0,1,0
FlyDealFarePanelDOW_US_FPCMP2,PHX,MAA,PHX,MAA,1.2,2,1.56,1.21,1.21,1.21,0,1,0
FlyDealFarePanelDOW_US_FPCMP2,PHX,DEL,PHX,DEL,1.2,2,1.56,1.21,1.21,1.21,0,1,0
FlyDealFarePanelDOW_US_FPCMP2,PHX,BLR,PHX,BLR,1.2,2,1.56,1.21,1.21,1.21,0,1,0
